,Mkt-RF,SMB,HML,RF
1930-07-01,4.12,-0.28,-1.75,0.2
1930-08-01,0.3,-2.1,-0.61,0.09
1930-09-01,-12.75,-2.21,-4.96,0.22
1930-10-01,-8.78,-0.12,-1.38,0.09
1930-11-01,-3.04,2.23,-3.66,0.13
1930-12-01,-7.83,-4.6,-5.25,0.14
1931-01-01,6.24,3.45,7.12,0.15
1931-02-01,10.88,3.59,1.92,0.04
1931-03-01,-6.43,2.98,-3.44,0.13
1931-04-01,-9.98,-4.45,-3.82,0.08
1931-05-01,-13.24,5.35,-6.57,0.09
1931-06-01,13.9,-5.32,11.29,0.08
1931-07-01,-6.62,1.42,-2.11,0.06
1931-08-01,0.41,-1.95,-1.47,0.03
1931-09-01,-29.13,0.54,-6.77,0.03
1931-10-01,8.04,-1.87,1.7,0.1
1931-11-01,-9.08,4.31,-5.04,0.17
1931-12-01,-13.53,-0.55,-8.85,0.12
1932-01-01,-1.58,3.93,9.03,0.23
1932-02-01,5.46,-2.78,-1.46,0.23
1932-03-01,-11.21,2.27,-2.32,0.16
1932-04-01,-17.96,1.45,1.43,0.11
1932-05-01,-20.51,3.91,-2.98,0.06
1932-06-01,-0.7,0.33,5.3,0.02
1932-07-01,33.84,-4.59,35.61,0.03
1932-08-01,37.06,13.41,34.24,0.03
1932-09-01,-2.94,-2.08,-7.36,0.03
1932-10-01,-13.17,-2.56,-10.33,0.02
1932-11-01,-5.88,2.0,-13.11,0.02
1932-12-01,4.4,-8.64,-7.72,0.01
1933-01-01,1.25,0.63,6.36,0.01
1933-02-01,-15.24,-2.58,-2.95,-0.03
1933-03-01,3.29,3.79,7.54,0.04
1933-04-01,38.85,3.07,19.65,0.1
1933-05-01,21.43,36.56,19.19,0.04
1933-06-01,13.11,8.42,-1.78,0.02
1933-07-01,-9.63,-1.05,3.27,0.02
1933-08-01,12.05,-5.39,3.0,0.03
1933-09-01,-10.65,-0.4,-11.74,0.02
1933-10-01,-8.36,-0.2,-8.57,0.01
1933-11-01,9.97,-6.47,2.32,0.02
1933-12-01,1.83,0.63,-1.56,0.02
1934-01-01,12.6,12.69,15.59,0.05
1934-02-01,-2.5,5.1,2.0,0.02
1934-03-01,0.09,2.51,-2.7,0.02
1934-04-01,-1.79,2.73,-3.73,0.01
1934-05-01,-7.25,-0.29,-5.89,0.01
1934-06-01,2.64,-2.23,-2.96,0.01
1934-07-01,-10.96,-6.95,-10.7,0.01
1934-08-01,5.58,5.37,0.09,0.01
1934-09-01,-0.23,-1.52,-1.2,0.01
1934-10-01,-1.66,1.24,-5.08,0.01
1934-11-01,8.33,6.48,-2.15,0.01
1934-12-01,0.36,3.06,-3.14,0.01
1935-01-01,-3.45,1.07,-1.9,0.01
1935-02-01,-1.94,0.37,-7.44,0.02
1935-03-01,-3.68,-3.59,-5.12,0.01
1935-04-01,9.06,-1.47,4.47,0.01
1935-05-01,3.47,-3.34,2.65,0.01
1935-06-01,5.93,-2.57,-1.69,0.01
1935-07-01,7.51,1.88,6.93,0.01
1935-08-01,2.65,6.2,6.08,0.01
1935-09-01,2.63,1.53,-4.07,0.01
1935-10-01,7.03,2.72,-2.37,0.01
1935-11-01,4.88,4.54,12.06,0.02
1935-12-01,4.56,0.17,0.95,0.01
1936-01-01,6.89,5.23,10.34,0.01
1936-02-01,2.49,0.95,4.51,0.01
1936-03-01,0.99,0.69,-1.44,0.02
1936-04-01,-8.14,-6.06,-2.15,0.02
1936-05-01,5.19,0.91,2.61,0.02
1936-06-01,2.4,-3.2,-1.2,0.03
1936-07-01,6.67,1.0,2.4,0.01
1936-08-01,0.99,0.6,3.82,0.02
1936-09-01,0.98,3.08,0.9,0.01
1936-10-01,7.12,-2.43,2.47,0.02
1936-11-01,3.27,8.77,-1.21,0.01
1936-12-01,0.21,3.96,4.3,0.0
1937-01-01,3.35,4.34,2.61,0.01
1937-02-01,1.09,1.05,4.83,0.02
1937-03-01,-0.27,-1.69,6.5,0.01
1937-04-01,-7.36,-3.83,-3.66,0.03
1937-05-01,-0.83,-0.68,-3.48,0.06
1937-06-01,-4.21,-3.76,-3.33,0.03
1937-07-01,8.91,0.89,0.81,0.03
1937-08-01,-4.86,0.44,-2.25,0.02
1937-09-01,-13.61,-6.98,-4.57,0.04
1937-10-01,-9.61,0.41,-1.55,0.02
1937-11-01,-8.31,-3.6,0.15,0.02
1937-12-01,-4.24,-7.74,-0.4,0.0
1938-01-01,0.49,4.84,-1.61,0.0
1938-02-01,5.84,0.4,-2.02,0.0
1938-03-01,-23.82,-4.34,-3.54,-0.01
1938-04-01,14.51,6.46,0.23,0.01
1938-05-01,-3.83,-2.51,-0.27,0.0
1938-06-01,23.87,4.3,0.32,0.0
1938-07-01,7.34,6.64,2.2,-0.01
1938-08-01,-2.67,-2.45,-4.72,0.0
1938-09-01,0.81,-2.73,-1.62,0.02
1938-10-01,7.8,5.81,5.03,0.01
1938-11-01,-1.72,-2.57,-1.22,-0.06
1938-12-01,4.19,-1.82,0.53,0.0
1939-01-01,-5.96,-1.55,-3.94,-0.01
1939-02-01,3.51,0.63,2.95,0.01
1939-03-01,-11.99,-4.75,-8.31,-0.01
1939-04-01,-0.18,1.67,-0.3,0.0
1939-05-01,6.8,2.8,0.49,0.01
1939-06-01,-5.31,-1.01,-5.42,0.01
1939-07-01,10.24,4.32,-0.03,0.0
1939-08-01,-6.68,-4.61,-2.42,-0.01
1939-09-01,16.88,20.24,22.22,0.01
1939-10-01,-0.53,-0.01,-4.89,0.0
1939-11-01,-3.62,-5.07,-6.46,0.0
1939-12-01,3.03,0.79,-4.06,0.0
1940-01-01,-2.41,0.21,-0.81,0.0
1940-02-01,1.44,2.51,-0.33,0.0
1940-03-01,2.05,1.25,-1.27,0.0
1940-04-01,0.22,3.92,-0.13,0.0
1940-05-01,-21.95,-6.66,-3.69,-0.02
1940-06-01,6.67,-2.13,4.62,0.0
1940-07-01,3.16,1.01,-0.74,0.01
1940-08-01,2.19,-0.11,0.56,-0.01
1940-09-01,2.39,3.22,-1.13,0.0
1940-10-01,3.02,0.28,4.64,0.0
1940-11-01,-1.61,1.94,0.12,0.0
1940-12-01,0.69,-2.15,-0.89,0.0
1941-01-01,-4.17,1.0,3.83,-0.01
1941-02-01,-1.43,-1.56,0.89,-0.01
1941-03-01,0.84,0.1,3.04,0.01
1941-04-01,-5.46,-1.68,3.41,-0.01
1941-05-01,1.39,-0.65,0.6,0.0
1941-06-01,5.83,1.32,0.59,0.0
1941-07-01,5.87,5.71,7.25,0.03
1941-08-01,-0.17,-0.42,-1.1,0.01
1941-09-01,-0.87,-0.99,-0.28,0.01
1941-10-01,-5.25,-2.02,1.63,0.0
1941-11-01,-1.92,-1.21,-0.64,0.0
1941-12-01,-4.87,-2.99,-5.94,0.01
1942-01-01,0.79,7.53,10.1,0.02
1942-02-01,-2.46,1.72,-1.13,0.01
1942-03-01,-6.58,1.77,-0.62,0.01
1942-04-01,-4.37,-0.6,2.09,0.01
1942-05-01,5.94,-3.05,-2.65,0.03
1942-06-01,2.69,-1.22,0.54,0.02
1942-07-01,3.51,-0.15,2.4,0.03
1942-08-01,1.8,-0.09,1.35,0.03
1942-09-01,2.61,0.63,2.35,0.03
1942-10-01,6.82,1.75,6.39,0.03
1942-11-01,0.15,-1.5,-4.21,0.03
1942-12-01,5.12,-2.51,0.58,0.03
1943-01-01,7.13,8.8,8.18,0.03
1943-02-01,6.15,4.75,6.4,0.03
1943-03-01,6.01,4.99,5.48,0.03
1943-04-01,0.81,2.05,5.82,0.03
1943-05-01,5.74,4.35,3.25,0.03
1943-06-01,1.82,-1.02,-0.7,0.03
1943-07-01,-4.77,-2.39,-2.29,0.03
1943-08-01,1.3,-0.6,-0.43,0.03
1943-09-01,2.4,1.29,1.43,0.03
1943-10-01,-1.15,0.58,1.64,0.03
1943-11-01,-5.91,-1.65,-4.02,0.03
1943-12-01,6.36,3.34,3.24,0.03
1944-01-01,1.74,2.55,2.16,0.03
1944-02-01,0.37,-0.1,0.84,0.03
1944-03-01,2.46,1.73,3.43,0.02
1944-04-01,-1.69,-1.37,-1.14,0.03
1944-05-01,5.07,1.68,1.04,0.03
1944-06-01,5.49,4.01,1.75,0.03
1944-07-01,-1.49,0.58,-0.42,0.03
1944-08-01,1.57,2.33,-1.49,0.03
1944-09-01,0.01,0.49,-1.16,0.02
1944-10-01,0.16,-0.15,-0.33,0.03
1944-11-01,1.71,0.36,2.38,0.03
1944-12-01,4.03,2.25,5.91,0.02
1945-01-01,2.01,2.46,0.67,0.03
1945-02-01,6.23,1.55,4.34,0.02
1945-03-01,-3.89,-1.6,-1.74,0.02
1945-04-01,7.8,0.32,3.24,0.03
1945-05-01,1.73,1.52,0.36,0.03
1945-06-01,0.39,3.12,4.21,0.02
1945-07-01,-2.17,-1.52,-2.62,0.03
1945-08-01,6.2,1.5,-4.27,0.03
1945-09-01,4.77,1.7,0.42,0.03
1945-10-01,3.89,2.38,2.13,0.03
1945-11-01,5.39,4.31,3.96,0.02
1945-12-01,1.2,2.1,-2.28,0.03
1946-01-01,6.24,3.91,2.48,0.03
1946-02-01,-5.83,-0.71,-1.46,0.03
1946-03-01,5.87,0.29,-0.54,0.03
1946-04-01,4.23,2.35,0.32,0.03
1946-05-01,3.93,1.46,1.28,0.03
1946-06-01,-3.89,-1.58,-0.39,0.03
1946-07-01,-2.69,-2.07,0.07,0.03
1946-08-01,-6.44,-1.84,0.55,0.03
1946-09-01,-10.17,-4.4,-1.92,0.03
1946-10-01,-1.44,0.1,3.46,0.03
1946-11-01,-0.01,-0.44,1.47,0.03
1946-12-01,4.96,0.08,-1.36,0.03
1947-01-01,1.25,2.2,-0.73,0.03
1947-02-01,-1.08,0.68,0.15,0.03
1947-03-01,-1.67,-1.62,0.61,0.03
1947-04-01,-4.8,-3.96,0.85,0.03
1947-05-01,-0.97,-3.26,0.33,0.03
1947-06-01,5.29,-0.3,-0.59,0.03
1947-07-01,4.14,1.43,2.82,0.03
1947-08-01,-1.74,0.32,0.18,0.03
1947-09-01,-0.54,1.64,1.36,0.06
1947-10-01,2.47,0.51,0.07,0.06
1947-11-01,-1.97,-1.71,1.1,0.06
1947-12-01,3.0,-2.46,3.71,0.08
1948-01-01,-3.93,2.5,1.39,0.07
1948-02-01,-4.38,-1.72,0.07,0.07
1948-03-01,8.07,0.14,4.5,0.09
1948-04-01,3.65,-1.65,4.11,0.08
1948-05-01,7.3,0.91,-1.27,0.08
1948-06-01,-0.1,-1.82,2.81,0.09
1948-07-01,-5.09,-0.33,0.14,0.08
1948-08-01,0.25,-1.11,0.28,0.09
1948-09-01,-2.97,-1.23,-1.71,0.04
1948-10-01,5.96,-1.5,0.58,0.04
1948-11-01,-9.3,-0.6,-4.13,0.04
1948-12-01,3.26,-2.82,-1.94,0.04
1949-01-01,0.23,1.77,1.23,0.1
1949-02-01,-2.93,-1.9,-0.86,0.09
1949-03-01,4.04,2.5,1.29,0.1
1949-04-01,-1.87,-0.89,-1.13,0.09
1949-05-01,-2.94,-0.79,-2.37,0.1
1949-06-01,0.1,-0.91,-1.65,0.1
1949-07-01,5.54,0.55,0.37,0.09
1949-08-01,2.6,0.2,-0.55,0.09
1949-09-01,3.09,1.0,0.19,0.09
1949-10-01,3.14,1.04,-0.48,0.09
1949-11-01,1.82,-1.02,-0.96,0.08
1949-12-01,5.13,2.06,1.77,0.09
1950-01-01,1.7,3.33,0.12,0.09
1950-02-01,1.48,0.03,-0.79,0.09
1950-03-01,1.26,-1.44,-2.81,0.1
1950-04-01,3.94,1.94,1.3,0.09
1950-05-01,4.31,-2.1,0.46,0.1
1950-06-01,-5.94,-2.34,-0.7,0.1
1950-07-01,1.36,0.69,13.56,0.1
1950-08-01,4.85,0.76,-1.5,0.1
1950-09-01,4.81,0.49,-1.07,0.1
1950-10-01,-0.18,-0.47,1.3,0.12
1950-11-01,2.76,-0.89,3.33,0.11
1950-12-01,5.54,1.47,7.36,0.11
1951-01-01,5.7,1.76,3.64,0.13
1951-02-01,1.41,0.08,-2.85,0.1
1951-03-01,-2.15,-0.77,-4.1,0.11
1951-04-01,4.86,-1.45,3.27,0.13
1951-05-01,-2.34,0.0,-1.37,0.12
1951-06-01,-2.62,-2.06,-3.75,0.12
1951-07-01,6.94,-1.99,2.06,0.13
1951-08-01,4.27,0.99,-0.13,0.13
1951-09-01,0.7,1.87,0.63,0.12
1951-10-01,-2.53,-0.22,0.23,0.16
1951-11-01,0.57,-0.32,-0.06,0.11
1951-12-01,3.33,-2.26,-1.59,0.12
1952-01-01,1.45,-0.61,1.55,0.15
1952-02-01,-2.62,0.82,-0.61,0.12
1952-03-01,4.44,-2.99,2.17,0.11
1952-04-01,-4.97,0.46,-0.1,0.12
1952-05-01,3.2,-1.0,0.04,0.13
1952-06-01,3.83,-1.64,1.24,0.15
1952-07-01,0.91,-0.4,-0.35,0.15
1952-08-01,-0.76,1.15,0.01,0.15
1952-09-01,-2.03,1.11,-1.52,0.16
1952-10-01,-0.66,-1.05,-0.46,0.14
1952-11-01,5.94,-0.72,0.97,0.1
1952-12-01,2.93,-1.48,0.19,0.16
1953-01-01,-0.34,3.61,1.32,0.16
1953-02-01,-0.27,2.15,-0.09,0.14
1953-03-01,-1.43,-0.22,-0.85,0.18
1953-04-01,-2.83,0.3,1.57,0.16
1953-05-01,0.52,-0.07,0.23,0.17
1953-06-01,-1.89,-1.87,-0.47,0.18
1953-07-01,2.4,-1.0,-0.22,0.15
1953-08-01,-4.52,0.29,-3.53,0.17
1953-09-01,0.2,-0.84,-2.44,0.16
1953-10-01,4.6,-1.35,-0.25,0.13
1953-11-01,2.83,-1.3,-0.15,0.08
1953-12-01,0.03,-0.85,-2.84,0.13
1954-01-01,5.13,0.48,3.44,0.11
1954-02-01,1.67,-0.19,-0.29,0.07
1954-03-01,3.65,-0.54,-1.5,0.08
1954-04-01,4.27,-3.44,-0.34,0.09
1954-05-01,3.09,0.41,2.45,0.05
1954-06-01,1.07,0.38,0.01,0.06
1954-07-01,4.99,1.06,4.13,0.05
1954-08-01,-2.34,2.69,-1.38,0.05
1954-09-01,6.39,-2.53,0.68,0.09
1954-10-01,-1.67,0.62,0.67,0.07
1954-11-01,9.38,-2.62,4.4,0.06
1954-12-01,5.48,2.12,5.66,0.08
1955-01-01,0.6,0.36,2.14,0.08
1955-02-01,3.02,1.59,0.58,0.09
1955-03-01,-0.16,-0.74,1.97,0.1
1955-04-01,3.11,-1.62,0.68,0.1
1955-05-01,0.93,-0.28,-0.96,0.14
1955-06-01,6.55,-4.65,1.84,0.1
1955-07-01,1.9,-1.17,0.35,0.1
1955-08-01,0.21,-0.44,0.72,0.16
1955-09-01,-0.36,0.35,-0.99,0.16
1955-10-01,-2.68,1.48,-0.15,0.18
1955-11-01,7.03,-2.22,0.33,0.17
1955-12-01,1.49,2.16,-2.3,0.18
1956-01-01,-3.03,0.37,0.95,0.22
1956-02-01,3.77,-0.98,-0.43,0.19
1956-03-01,6.64,-2.09,-0.46,0.15
1956-04-01,0.28,0.01,-0.24,0.19
1956-05-01,-5.2,1.45,-1.31,0.23
1956-06-01,3.48,-1.48,-1.13,0.2
1956-07-01,4.84,-1.66,-0.04,0.22
1956-08-01,-3.18,1.89,-0.74,0.17
1956-09-01,-5.14,1.57,1.76,0.18
1956-10-01,0.52,-0.1,-0.06,0.25
1956-11-01,0.36,-0.21,1.78,0.2
1956-12-01,3.16,-0.01,-2.15,0.24
1957-01-01,-3.58,3.37,2.81,0.27
1957-02-01,-2.06,-0.72,-0.72,0.24
1957-03-01,2.13,0.26,-0.48,0.23
1957-04-01,4.26,-1.59,-1.45,0.25
1957-05-01,3.45,-1.05,-2.1,0.26
1957-06-01,-0.74,0.54,0.01,0.24
1957-07-01,0.66,-0.76,0.43,0.3
1957-08-01,-5.11,0.05,-0.41,0.25
1957-09-01,-5.98,0.08,0.92,0.26
1957-10-01,-4.32,-2.52,-1.8,0.29
1957-11-01,2.3,0.4,-2.87,0.28
1957-12-01,-3.91,-0.98,-1.62,0.24
1958-01-01,4.66,4.39,4.19,0.28
1958-02-01,-1.52,0.65,0.33,0.12
1958-03-01,3.27,0.65,-0.97,0.09
1958-04-01,3.09,-0.62,1.61,0.08
1958-05-01,2.31,2.16,-0.26,0.11
1958-06-01,2.93,-0.19,0.4,0.03
1958-07-01,4.39,0.47,3.06,0.07
1958-08-01,1.91,1.18,0.36,0.04
1958-09-01,4.66,0.12,2.85,0.19
1958-10-01,2.53,1.09,-1.18,0.18
1958-11-01,3.01,1.97,-1.18,0.11
1958-12-01,5.15,-2.03,0.03,0.22
1959-01-01,0.71,3.02,2.91,0.21
1959-02-01,0.95,1.46,1.16,0.19
1959-03-01,0.28,1.49,-0.34,0.22
1959-04-01,3.66,-0.6,-1.23,0.2
1959-05-01,1.73,-2.16,1.79,0.22
1959-06-01,-0.25,0.67,1.31,0.25
1959-07-01,3.17,-0.3,0.23,0.25
1959-08-01,-1.39,-0.76,0.44,0.19
1959-09-01,-4.8,-0.09,0.55,0.31
1959-10-01,1.28,1.44,-2.1,0.3
1959-11-01,1.6,1.23,-3.21,0.26
1959-12-01,2.45,-0.58,-0.07,0.34
1960-01-01,-6.98,2.09,2.78,0.33
1960-02-01,1.17,0.51,-1.93,0.29
1960-03-01,-1.63,-0.49,-2.94,0.35
1960-04-01,-1.71,0.32,-2.28,0.19
1960-05-01,3.12,1.21,-3.7,0.27
1960-06-01,2.08,-0.21,-0.34,0.24
1960-07-01,-2.37,-0.51,1.98,0.13
1960-08-01,3.01,0.87,-0.18,0.17
1960-09-01,-5.99,-1.11,1.62,0.16
1960-10-01,-0.71,-4.08,2.83,0.22
1960-11-01,4.69,0.4,-2.43,0.13
1960-12-01,4.71,-1.55,-0.81,0.16
1961-01-01,6.2,0.64,3.72,0.19
1961-02-01,3.57,3.93,-0.66,0.14
1961-03-01,2.89,3.3,-0.73,0.2
1961-04-01,0.29,0.07,2.12,0.17
1961-05-01,2.4,2.01,0.37,0.18
1961-06-01,-3.08,-2.49,-0.14,0.2
1961-07-01,2.83,-1.9,-0.09,0.18
1961-08-01,2.57,-1.75,-0.28,0.14
1961-09-01,-2.15,-1.07,-0.61,0.17
1961-10-01,2.57,-1.65,0.15,0.19
1961-11-01,4.45,1.26,-1.23,0.15
1961-12-01,-0.18,-0.85,1.79,0.19
1962-01-01,-3.87,1.77,5.13,0.24
1962-02-01,1.81,-1.15,0.82,0.2
1962-03-01,-0.68,0.52,-1.38,0.2
1962-04-01,-6.59,-0.7,0.03,0.22
1962-05-01,-8.65,-3.34,2.77,0.24
1962-06-01,-8.47,-0.59,2.55,0.2
1962-07-01,6.28,1.52,-3.41,0.27
1962-08-01,2.13,1.22,-1.2,0.23
1962-09-01,-5.22,-2.42,1.28,0.21
1962-10-01,-0.05,-3.97,1.3,0.25
1962-11-01,10.87,2.61,0.95,0.2
1962-12-01,1.01,-3.8,0.36,0.23
1963-01-01,4.93,3.08,2.21,0.25
1963-02-01,-2.38,0.48,2.18,0.23
1963-03-01,3.08,-2.59,2.06,0.23
1963-04-01,4.51,-1.34,1.0,0.25
1963-05-01,1.76,1.13,2.54,0.24
1963-06-01,-2.0,-0.27,0.75,0.23
1963-07-01,-0.39,-0.45,-0.97,0.27
1963-08-01,5.07,-0.98,1.8,0.25
1963-09-01,-1.57,-0.33,0.13,0.27
1963-10-01,2.53,-0.58,-0.1,0.29
1963-11-01,-0.85,-1.17,1.75,0.27
1963-12-01,1.83,-2.16,-0.02,0.29
1964-01-01,2.24,-0.11,1.48,0.3
1964-02-01,1.54,0.11,2.81,0.26
1964-03-01,1.41,0.87,3.4,0.31
1964-04-01,0.1,-1.35,-0.67,0.29
1964-05-01,1.42,-0.86,1.86,0.26
1964-06-01,1.27,-0.12,0.62,0.3
1964-07-01,1.74,0.24,0.75,0.3
1964-08-01,-1.44,0.16,0.08,0.28
1964-09-01,2.69,-0.54,1.7,0.28
1964-10-01,0.59,0.42,1.17,0.29
1964-11-01,0.0,0.69,-1.96,0.29
1964-12-01,0.03,-0.35,-2.48,0.31
1965-01-01,3.54,2.7,0.12,0.28
1965-02-01,0.44,3.55,0.11,0.3
1965-03-01,-1.34,1.89,1.03,0.36
1965-04-01,3.11,1.1,0.66,0.31
1965-05-01,-0.77,0.11,-1.61,0.31
1965-06-01,-5.51,-4.34,0.59,0.35
1965-07-01,1.43,0.89,2.2,0.31
1965-08-01,2.73,2.84,-1.0,0.33
1965-09-01,2.86,0.64,-0.13,0.31
1965-10-01,2.6,2.52,1.56,0.31
1965-11-01,-0.03,4.68,0.15,0.35
1965-12-01,1.01,2.06,2.03,0.33
1966-01-01,0.72,3.84,3.56,0.38
1966-02-01,-1.21,4.4,0.33,0.35
1966-03-01,-2.51,0.99,-1.98,0.38
1966-04-01,2.14,3.43,-0.46,0.34
1966-05-01,-5.66,-4.6,-1.63,0.41
1966-06-01,-1.44,1.03,0.5,0.38
1966-07-01,-1.63,-0.36,0.95,0.35
1966-08-01,-7.91,-3.27,0.43,0.41
1966-09-01,-1.06,-1.04,0.56,0.4
1966-10-01,3.86,-6.52,2.69,0.45
1966-11-01,1.4,4.24,-4.69,0.4
1966-12-01,0.13,1.97,-1.19,0.4
1967-01-01,8.15,8.32,2.27,0.43
1967-02-01,0.78,3.35,-2.22,0.36
1967-03-01,3.99,1.55,0.37,0.39
1967-04-01,3.89,0.63,-2.48,0.32
1967-05-01,-4.33,1.9,1.09,0.33
1967-06-01,2.41,5.93,0.85,0.27
1967-07-01,4.58,3.12,2.73,0.31
1967-08-01,-0.89,0.42,1.44,0.31
1967-09-01,3.11,3.06,-2.5,0.32
1967-10-01,-3.09,1.46,-3.3,0.39
1967-11-01,0.37,0.21,-1.7,0.36
1967-12-01,3.05,5.73,-0.53,0.33
1968-01-01,-4.06,3.92,4.8,0.4
1968-02-01,-3.75,-2.94,1.28,0.39
1968-03-01,0.2,-1.34,-0.59,0.38
1968-04-01,9.05,5.68,-1.13,0.43
1968-05-01,2.28,6.4,0.85,0.45
1968-06-01,0.69,-0.19,0.73,0.43
1968-07-01,-2.72,-1.36,5.39,0.48
1968-08-01,1.34,2.34,1.01,0.42
1968-09-01,4.03,2.8,0.3,0.43
1968-10-01,0.42,-0.48,2.86,0.44
1968-11-01,5.43,2.34,-0.92,0.42
1968-12-01,-3.94,3.37,-0.01,0.43
1969-01-01,-1.25,-0.74,1.67,0.53
1969-02-01,-5.84,-3.92,0.91,0.46
1969-03-01,2.64,-0.3,-0.51,0.46
1969-04-01,1.46,-0.86,-0.03,0.53
1969-05-01,-0.1,-0.21,0.7,0.48
1969-06-01,-7.18,-5.37,-1.08,0.51
1969-07-01,-7.0,-3.24,1.2,0.53
1969-08-01,4.68,0.93,-3.79,0.5
1969-09-01,-2.98,1.18,-3.27,0.62
1969-10-01,5.06,3.91,-3.16,0.6
1969-11-01,-3.79,-2.58,-1.19,0.52
1969-12-01,-2.63,-3.71,-2.86,0.64
1970-01-01,-8.1,2.93,3.13,0.6
1970-02-01,5.13,-2.58,3.93,0.62
1970-03-01,-1.06,-2.32,3.99,0.57
1970-04-01,-11.0,-6.15,6.18,0.5
1970-05-01,-6.92,-4.59,3.33,0.53
1970-06-01,-5.79,-2.13,0.6,0.58
1970-07-01,6.93,-0.5,0.9,0.52
1970-08-01,4.49,1.52,1.15,0.53
1970-09-01,4.18,8.59,-5.47,0.54
1970-10-01,-2.28,-4.21,0.22,0.46
1970-11-01,4.6,-3.94,1.69,0.46
1970-12-01,5.72,2.92,1.0,0.42
1971-01-01,4.84,7.36,1.33,0.38
1971-02-01,1.41,1.86,-1.23,0.33
1971-03-01,4.13,2.62,-3.95,0.3
1971-04-01,3.15,-0.49,0.69,0.28
1971-05-01,-3.98,-1.04,-1.44,0.29
1971-06-01,-0.1,-1.47,-1.87,0.37
1971-07-01,-4.5,-1.48,0.02,0.4
1971-08-01,3.79,-0.17,2.63,0.47
1971-09-01,-0.85,0.51,-2.91,0.37
1971-10-01,-4.42,-1.76,-0.48,0.37
1971-11-01,-0.46,-2.77,-1.68,0.37
1971-12-01,8.71,3.29,-0.4,0.37
1972-01-01,2.49,5.85,2.24,0.29
1972-02-01,2.87,1.3,-2.79,0.25
1972-03-01,0.63,-0.24,-1.61,0.27
1972-04-01,0.29,0.11,0.12,0.29
1972-05-01,1.25,-2.69,-2.7,0.3
1972-06-01,-2.43,0.27,-2.48,0.29
1972-07-01,-0.8,-2.87,0.66,0.31
1972-08-01,3.26,-4.03,4.54,0.29
1972-09-01,-1.14,-2.65,0.46,0.34
1972-10-01,0.52,-2.73,1.34,0.4
1972-11-01,4.6,-1.2,4.85,0.37
1972-12-01,0.62,-1.95,-2.19,0.37
1973-01-01,-3.29,-3.49,2.68,0.44
1973-02-01,-4.85,-3.87,1.6,0.41
1973-03-01,-1.3,-2.82,2.62,0.46
1973-04-01,-5.68,-3.85,5.41,0.52
1973-05-01,-2.94,-6.3,0.41,0.51
1973-06-01,-1.57,-2.86,1.2,0.51
1973-07-01,5.05,7.97,-5.31,0.64
1973-08-01,-3.82,-2.13,1.24,0.7
1973-09-01,4.75,3.04,2.01,0.68
1973-10-01,-0.83,-0.45,1.94,0.65
1973-11-01,-12.75,-7.67,3.87,0.56
1973-12-01,0.61,-5.35,3.85,0.64
1974-01-01,-0.17,9.68,6.02,0.63
1974-02-01,-0.47,-0.18,2.81,0.58
